solute,solvent,Gsolv
CCCC(C)C,CC(=O)C,2.24
CCCCCCC,CC(=O)C,2.81
CC(C)CC(C)C,CC(=O)C,2.52
CCCCCCCC,CC(=O)C,3.23
CC(C)C(C)C(C)C,CC(=O)C,3.03
CCCCCCCCC,CC(=O)C,3.66
C1CCCCC1,CC(=O)C,2.6
CCC1CCCCC1,CC(=O)C,3.32
C=C,CC(=O)C,0.56
C/C=C/C,CC(=O)C,1.81
C=CC=C,CC(=O)C,2.01
C#C,CC(=O)C,1.34
C(Cl)Cl,CC(=O)C,3.03
C(Cl)(Cl)Cl,CC(=O)C,3.41
C(Cl)(Cl)(Cl)Cl,CC(=O)C,3.04
CI,CC(=O)C,2.6
CCI,CC(=O)C,2.92
CCOCC,CC(=O)C,2.38
C1CCOC1,CC(=O)C,3.02
C1COCCO1,CC(=O)C,3.72
CC(=O)C,CC(=O)C,3.04
CCC(=O)C,CC(=O)C,3.42
CC(=O)OC,CC(=O)C,3.02
CC#N,CC(=O)C,2.81
N,CC(=O)C,1.48
CCNCC,CC(=O)C,2.75
CCN(CC)CC,CC(=O)C,2.97
C[N+](=O)[O-],CC(=O)C,3.88
CO,CC(=O)C,3.03
CCO,CC(=O)C,3.24
FS(F)(F)(F)(F)F,CC(=O)C,0.05
c1ccccc1,CC(=O)C,3.21
Cc1ccccc1,CC(=O)C,3.65
CC(C)c1ccccc1,CC(=O)C,4.32
c1ccc(cc1)Cl,CC(=O)C,4.14
CN(C)C,CC(=O)C,1.88
C(=S)=S,CC(=O)C,2.25
c1ccncc1,CC(=O)C,3.97
CN(C)C=O,CC(=O)C,4.71
CC(=C)C,CC(=O)C,1.74
CCCCCl,CC(=O)C,3.12
CC(C)(C)Cl,CC(=O)C,2.54
CC(C)(C)Br,CC(=O)C,2.83
C(C(F)(Cl)Cl)(F)(Cl)Cl,CC(=O)C,3.26
CC1CCCCC1,CC(=O)C,2.88
C1CCC(CC1)O,CC(=O)C,5.09
CC(C)CCC(C)C,CC(=O)C,2.95
CC(Cl)(Cl)Cl,CC(=O)C,3.1
CCl,CC(=O)C,1.85
S,CC(=O)C,1.39
c1ccc(cc1)N,CC(=O)C,5.75
C(CCl)CCl,CC(=O)C,4.13
C(CCCl)CCl,CC(=O)C,4.81
CCCCCCl,CC(=O)C,3.56
C(C(Cl)Cl)(Cl)Cl,CC(=O)C,4.6
CC#C,CC(=O)C,1.82
CCC#C,CC(=O)C,2.19
C=CC#C,CC(=O)C,2.34
C1CCC(C1)O,CC(=O)C,4.6
C(C(F)(Cl)Cl)(F)(F)Cl,CC(=O)C,2.43
C(C(F)(F)F)(Cl)Br,CC(=O)C,3.5
C/N=C/O,CC(=O)C,5.39
CC(=C)c1ccccc1,CC(=O)C,4.67
[HH],Cc1ccccc1,-1.162
O=O,Cc1ccccc1,-0.686
N#N,Cc1ccccc1,-0.881
[C-]#[O+],Cc1ccccc1,-0.74
C(=O)=O,Cc1ccccc1,0.37
C,Cc1ccccc1,-0.259
CC,Cc1ccccc1,0.551
CCC,Cc1ccccc1,1.177
CCCC,Cc1ccccc1,1.744
CC(C)C,Cc1ccccc1,1.55
CCCCC,Cc1ccccc1,2.305
CCCCCC,Cc1ccccc1,2.821
CCCC(C)C,Cc1ccccc1,2.653
CCCCCCC,Cc1ccccc1,3.335
CC(C)CC(C)C,Cc1ccccc1,2.964
CCCCCCCC,Cc1ccccc1,3.853
CC(C)C(C)C(C)C,Cc1ccccc1,3.54
CCCCCCCCC,Cc1ccccc1,4.346
C1CCCCC1,Cc1ccccc1,3.056
CCC1CCCCC1,Cc1ccccc1,3.918
C=C,Cc1ccccc1,0.503
CC=C,Cc1ccccc1,1.208
C/C=C/C,Cc1ccccc1,1.871
C/C=C\C,Cc1ccccc1,1.925
C=CC=C,Cc1ccccc1,1.868
C(F)(F)(F)F,Cc1ccccc1,-0.799
CCCl,Cc1ccccc1,2.178
C(Cl)Cl,Cc1ccccc1,2.67
C(Cl)(Cl)Cl,Cc1ccccc1,3.122
C(Cl)(Cl)(Cl)Cl,Cc1ccccc1,3.173
CI,Cc1ccccc1,2.573
CCI,Cc1ccccc1,3.086
CC(F)F,Cc1ccccc1,1.282
COC,Cc1ccccc1,1.586
CCOCC,Cc1ccccc1,2.44
CC(C)OC(C)C,Cc1ccccc1,2.92
CCCCOCCCC,Cc1ccccc1,4.368
CCOC(C)(C)C,Cc1ccccc1,3.01
CCC(C)(C)OC,Cc1ccccc1,3.3
CC(C)(C)OC,Cc1ccccc1,2.69
C1CCOC1,Cc1ccccc1,3.218
C1COCCO1,Cc1ccccc1,3.611
CCCC=O,Cc1ccccc1,2.935
CC(=O)C,Cc1ccccc1,2.581
CCC(=O)C,Cc1ccccc1,3.147
CCCC(=O)C,Cc1ccccc1,3.679
CCCCC(=O)C,Cc1ccccc1,4.105
CCCCCC(=O)C,Cc1ccccc1,4.618
CC(=O)OC,Cc1ccccc1,2.66
CCCOC(=O)C,Cc1ccccc1,3.665
CCCCOC(=O)C,Cc1ccccc1,4.083
CCC(=O)OC,Cc1ccccc1,3.386
CCCCC(=O)OC,Cc1ccccc1,4.141
CCCCCC(=O)OC,Cc1ccccc1,4.676
CC#N,Cc1ccccc1,2.679
CCC#N,Cc1ccccc1,3.144
CNC,Cc1ccccc1,1.964
CCNCC,Cc1ccccc1,2.749
CCN(CC)CC,Cc1ccccc1,3.45
C[N+](=O)[O-],Cc1ccccc1,3.096
O,Cc1ccccc1,1.239
CO,Cc1ccccc1,1.776
CCO,Cc1ccccc1,2.202
CCCO,Cc1ccccc1,2.746
CCCCO,Cc1ccccc1,3.326
CCCCCO,Cc1ccccc1,3.86
CCCCCCO,Cc1ccccc1,4.52
CCCCCCCO,Cc1ccccc1,4.947
FS(F)(F)(F)(F)F,Cc1ccccc1,-0.109
c1ccccc1,Cc1ccccc1,3.268
Cc1ccccc1,Cc1ccccc1,3.786
CCc1ccccc1,Cc1ccccc1,4.233
[N]=O,Cc1ccccc1,-0.595
CCBr,Cc1ccccc1,2.575
CN(C)C,Cc1ccccc1,1.986
C(=S)=S,Cc1ccccc1,2.59
Cc1ccc(cc1)C,Cc1ccccc1,4.347
c1ccncc1,Cc1ccccc1,3.73
CCOC(=O)C,Cc1ccccc1,3.164
CCC=C,Cc1ccccc1,1.765
CC(=C)C,Cc1ccccc1,1.752
CCCCCl,Cc1ccccc1,3.187
CC(C)(C)Cl,Cc1ccccc1,2.689
CCCC=C,Cc1ccccc1,2.277
CC(C)C=C,Cc1ccccc1,2.149
CCCCC=C,Cc1ccccc1,2.843
CC(=C)C=C,Cc1ccccc1,2.429
CCCCl,Cc1ccccc1,2.682
CN,Cc1ccccc1,1.942
CC(C)CO,Cc1ccccc1,3.086
CCC(C)O,Cc1ccccc1,3.077
CC(C)(C)O,Cc1ccccc1,2.739
Cc1ccccc1C,Cc1ccccc1,4.485
CC(C)CCO,Cc1ccccc1,3.667
C(CCl)O,Cc1ccccc1,3.42
CC(C)CCC(C)C,Cc1ccccc1,3.476
CCCCCOC(=O)C,Cc1ccccc1,4.698
CCCCN,Cc1ccccc1,3.247
CCCNCCC,Cc1ccccc1,3.841
CC[N+](=O)[O-],Cc1ccccc1,3.388
CCC[N+](=O)[O-],Cc1ccccc1,3.848
c1ccc(cc1)C#N,Cc1ccccc1,5.283
c1ccc(cc1)N,Cc1ccccc1,4.97
CC(=O)C(C)(C)C,Cc1ccccc1,3.665
CCCN,Cc1ccccc1,2.58
Cc1ccccc1N,Cc1ccccc1,5.54
Cc1ccc(cc1)N,Cc1ccccc1,5.42
C(F)(F)(Cl)Cl,Cc1ccccc1,1.014
C(F)(F)(F)Cl,Cc1ccccc1,0.303
ClCl,Cc1ccccc1,1.669
CCCCC(=O)O,Cc1ccccc1,4.32
CCCCCCCl,Cc1ccccc1,4.306
[HH],CCc1ccccc1,-1.187
O=O,CCc1ccccc1,-0.615
C(=O)=O,CCc1ccccc1,0.336
CCC,CCc1ccccc1,1.185
CCCCCC,CCc1ccccc1,2.787
CCCCCCC,CCc1ccccc1,3.299
CCCCCCCC,CCc1ccccc1,3.64
C1CCCCC1,CCc1ccccc1,3.006
C(Cl)(Cl)(Cl)Cl,CCc1ccccc1,3.105
C1CCOC1,CCc1ccccc1,3.054
C1COCCO1,CCc1ccccc1,3.452
CCC(=O)C,CCc1ccccc1,3.018
CCC#N,CCc1ccccc1,3.06
CCNCC,CCc1ccccc1,2.843
CO,CCc1ccccc1,1.704
CCO,CCc1ccccc1,2.214
CCCO,CCc1ccccc1,2.701
CCCCO,CCc1ccccc1,3.246
CCCCCO,CCc1ccccc1,3.8
CCCCCCO,CCc1ccccc1,4.323
CCCCCCCO,CCc1ccccc1,5.033
c1ccccc1,CCc1ccccc1,3.181
Cc1ccccc1,CCc1ccccc1,3.724
CCc1ccccc1,CCc1ccccc1,4.197
c1ccc(cc1)Cl,CCc1ccccc1,4.092
CCCCCCCCCC,CCc1ccccc1,4.826
CC(C)CC(C)(C)C,CCc1ccccc1,3.19
CC(C)CO,CCc1ccccc1,2.763
CCC(C)O,CCc1ccccc1,2.988
CC(C)(C)O,CCc1ccccc1,2.564
CC1CCCCC1,CCc1ccccc1,3.34
CC(C)CCO,CCc1ccccc1,3.58
C(CCl)O,CCc1ccccc1,3.409
CCCCN,CCc1ccccc1,3.014
CCN,CCc1ccccc1,1.902
CCCN,CCc1ccccc1,2.521
c1cc(oc1)C=O,CCc1ccccc1,4.292
Cc1ccc(o1)C=O,CCc1ccccc1,4.944
ClCl,CCc1ccccc1,1.609
CCCCCCCl,CCc1ccccc1,4.229
C,C(I)I,-1.07
CC,C(I)I,-0.25
CCCCCC,C(I)I,1.51
CCCCCCC,C(I)I,2.09
CCCCCCCC,C(I)I,2.47
CCCCCCCCC,C(I)I,2.92
C(Cl)Cl,C(I)I,2.05
C(Cl)(Cl)(Cl)Cl,C(I)I,2.3
C1COCCO1,C(I)I,3.62
CC(=O)C,C(I)I,2.43
CCC(=O)C,C(I)I,2.81
CCCC(=O)C,C(I)I,3.09
CC(=O)OC,C(I)I,2.32
C[N+](=O)[O-],C(I)I,2.78
CO,C(I)I,1.88
CCO,C(I)I,2.13
CCCO,C(I)I,2.59
CCCCO,C(I)I,3.03
CCCCCO,C(I)I,3.5
C(C(F)(F)F)O,C(I)I,1.86
C(C(F)(F)F)(C(F)(F)F)O,C(I)I,1.8
c1ccccc1,C(I)I,2.81
Cc1ccccc1,C(I)I,3.29
CCc1ccccc1,C(I)I,3.67
CCCCc1ccccc1,C(I)I,4.31
CCCCCCCCCC,C(I)I,3.37
CC(C)O,C(I)I,2.17
C(CCl)Cl,C(I)I,2.73
CCC(C)O,C(I)I,2.66
CCOC=O,C(I)I,2.19
COC=O,C(I)I,1.87
CC[N+](=O)[O-],C(I)I,3.14
CCCCCCCCCCC,C(I)I,3.82
Cc1cc(cc(c1)C)C,C(I)I,3.96
Cc1cccc(c1)Cl,C(I)I,4.12
Cc1ccc(cc1)Cl,C(I)I,4.0
CO,CCCOCC,2.439
CCCOCC,CCCOCC,2.93
[HH],CCOC(=O)C,-1.07
O=O,CCOC(=O)C,-0.66
N#N,CCOC(=O)C,-0.76
[C-]#[O+],CCOC(=O)C,-0.6
O=S=O,CCOC(=O)C,2.36
CC,CCOC(=O)C,0.49
CC(C)C,CCOC(=O)C,1.58
CCCCC,CCOC(=O)C,2.09
CCCCCC,CCOC(=O)C,2.54
CCCC(C)C,CCOC(=O)C,2.4134371649
CCCCCCC,CCOC(=O)C,2.98
CC(C)CC(C)C,CCOC(=O)C,2.70178197546
CCCCCCCC,CCOC(=O)C,3.45
CC(C)C(C)C(C)C,CCOC(=O)C,3.23356648798
CCCCCCCCC,CCOC(=O)C,3.90874380815
C1CCCCC1,CCOC(=O)C,2.76
CCC1CCCCC1,CCOC(=O)C,3.54
CC=C,CCOC(=O)C,1.11
C/C=C/C,CCOC(=O)C,2.03
C=CC=C,CCOC(=O)C,2.08
C(Cl)Cl,CCOC(=O)C,2.96
C(Cl)(Cl)Cl,CCOC(=O)C,3.38
C(Cl)(Cl)(Cl)Cl,CCOC(=O)C,3.1
CI,CCOC(=O)C,2.54
CCI,CCOC(=O)C,2.96
C1CCOC1,CCOC(=O)C,3.01
C1COCCO1,CCOC(=O)C,3.67
CC(=O)C,CCOC(=O)C,2.86
CCC(=O)C,CCOC(=O)C,3.26
CC#N,CCOC(=O)C,3.07
CCC#N,CCOC(=O)C,3.43
CCNCC,CCOC(=O)C,2.75
CCN(CC)CC,CCOC(=O)C,3.13
C[N+](=O)[O-],CCOC(=O)C,3.61
CO,CCOC(=O)C,2.7
CCO,CCOC(=O)C,3.02
c1ccccc1,CCOC(=O)C,3.24
Cc1ccccc1,CCOC(=O)C,3.69
c1ccc(cc1)Cl,CCOC(=O)C,4.15
CCBr,CCOC(=O)C,2.59
CC(C)O,CCOC(=O)C,3.03
C(=S)=S,CCOC(=O)C,2.29
CCOC(=O)C,CCOC(=O)C,3.3
CN(C)C=O,CCOC(=O)C,4.47
CC(=C)C,CCOC(=O)C,1.87
CCCCCl,CCOC(=O)C,3.16
CC(C)(C)Cl,CCOC(=O)C,2.61
CC(C)(C)Br,CCOC(=O)C,2.97
C(C(F)(Cl)Cl)(F)(Cl)Cl,CCOC(=O)C,3.39
CCCC=C,CCOC(=O)C,2.17
CC(C)C=C,CCOC(=O)C,2.01
CC(=C)C=C,CCOC(=O)C,2.41
C(CCl)Cl,CCOC(=O)C,3.46
CCCCl,CCOC(=O)C,2.7
CCCCCC=C,CCOC(=O)C,2.98
CC(C)CCC(C)C,CCOC(=O)C,3.1562117389
Cc1ccccn1,CCOC(=O)C,4.16
CS(=O)C,CCOC(=O)C,4.88
c1ccc(cc1)N,CCOC(=O)C,5.49
c1cc(oc1)C=O,CCOC(=O)C,4.62
CC(C)C=O,CCOC(=O)C,2.97
C(C(F)(Cl)Cl)(F)(F)Cl,CCOC(=O)C,2.49
C=CCCCC=C,CCOC(=O)C,3.37
[HH],CCC(=O)C,-1.06
O=O,CCC(=O)C,-0.56
N#N,CCC(=O)C,-0.79
[N-]=[N+]=O,CCC(=O)C,0.69
C(=O)=O,CCC(=O)C,0.72
CCCC,CCC(=O)C,1.69
CCCCC,CCC(=O)C,2.07
CCCCCC,CCC(=O)C,2.52
CCCC(C)C,CCC(=O)C,2.39
CCCCCCC,CCC(=O)C,3.03
CC(C)CC(C)C,CCC(=O)C,2.68
CCCCCCCC,CCC(=O)C,3.45
CC(C)C(C)C(C)C,CCC(=O)C,3.22
CCCCCCCCC,CCC(=O)C,3.9
C1CCCCC1,CCC(=O)C,2.75
CCC1CCCCC1,CCC(=O)C,3.53
CC=C,CCC(=O)C,1.13
C(Cl)Cl,CCC(=O)C,2.97
C(Cl)(Cl)Cl,CCC(=O)C,3.46
C(Cl)(Cl)(Cl)Cl,CCC(=O)C,3.04
CI,CCC(=O)C,2.55
CCI,CCC(=O)C,2.98
CCCOCCC,CCC(=O)C,3.2
CC(C)OC(C)C,CCC(=O)C,2.86
C1COCCO1,CCC(=O)C,3.68
CCC=O,CCC(=O)C,2.82
CC(=O)C,CCC(=O)C,2.92
CCC(=O)C,CCC(=O)C,3.36
CC#N,CCC(=O)C,3.27
N,CCC(=O)C,1.42
CCN(CC)CC,CCC(=O)C,3.05
C[N+](=O)[O-],CCC(=O)C,3.65
CO,CCC(=O)C,2.81
CCO,CCC(=O)C,3.17
CCCO,CCC(=O)C,3.64
CCCCO,CCC(=O)C,4.15
CCCCCCO,CCC(=O)C,5.1
CCCCCCCCO,CCC(=O)C,6.01
c1ccccc1,CCC(=O)C,3.29
Cc1ccccc1,CCC(=O)C,3.74
CCc1ccccc1,CCC(=O)C,4.14
CCCCCCCCCC,CCC(=O)C,4.42
CCBr,CCC(=O)C,2.59
CC(C)O,CCC(=O)C,3.33
C(=S)=S,CCC(=O)C,2.27
c1ccncc1,CCC(=O)C,3.94
CCOC(=O)C,CCC(=O)C,3.29
CN(C)C=O,CCC(=O)C,4.7
CC(C)CC(C)(C)C,CCC(=O)C,2.97
CC(C)(C)Cl,CCC(=O)C,2.68
CCCC=C,CCC(=O)C,2.11
CC(C)C=C,CCC(=O)C,1.99
CC(=C)C=C,CCC(=O)C,2.4
C(CCl)Cl,CCC(=O)C,3.51
CCCCl,CCC(=O)C,2.7
CC(=O)O,CCC(=O)C,3.97
CC(C)CO,CCC(=O)C,3.98
CCC(C)O,CCC(=O)C,3.8
CC(C)(C)O,CCC(=O)C,3.45
CC1CCCCC1,CCC(=O)C,3.02
CC(C)CCC(C)C,CCC(=O)C,3.14
CCOC=O,CCC(=O)C,2.72
C1CCC=CC1,CCC(=O)C,2.93
C(=C(Cl)Cl)(Cl)Cl,CCC(=O)C,3.65
CC[N+](=O)[O-],CCC(=O)C,3.85
CC(=C)CC(C)(C)C,CCC(=O)C,3.18
C(C(F)(Cl)Cl)(F)(F)Cl,CCC(=O)C,2.46
CC(=CC(C)(C)C)C,CCC(=O)C,3.22
C1C=CCC=C1,CCC(=O)C,3.23
CCCCC,CCCCOCCOCCCC,2.059
CCCCCC,CCCCOCCOCCCC,2.554
CCCCCCC,CCCCOCCOCCCC,3.045
C1CCCCC1,CCCCOCCOCCCC,2.839
C(Cl)Cl,CCCCOCCOCCCC,2.806
C(Cl)(Cl)Cl,CCCCOCCOCCCC,3.316
C(Cl)(Cl)(Cl)Cl,CCCCOCCOCCCC,3.044
CCOCC,CCCCOCCOCCCC,2.211
CC(C)OC(C)C,CCCCOCCOCCCC,2.656
CC(C)(C)OC,CCCCOCCOCCCC,2.527
C1CCOC1,CCCCOCCOCCCC,2.846
C1COCCO1,CCCCOCCOCCCC,3.329
CC(=O)C,CCCCOCCOCCCC,2.411
CCC(=O)C,CCCCOCCOCCCC,2.872
CC(=O)OC,CCCCOCCOCCCC,2.535
CCCOC(=O)C,CCCCOCCOCCCC,3.359
CCCCOC(=O)C,CCCCOCCOCCCC,3.843
CC#N,CCCCOCCOCCCC,2.726
O,CCCCOCCOCCCC,2.749
CO,CCCCOCCOCCCC,2.521
CCO,CCCCOCCOCCCC,2.806
c1ccccc1,CCCCOCCOCCCC,3.079
Cc1ccccc1,CCCCOCCOCCCC,3.593
c1ccc(cc1)Cl,CCCCOCCOCCCC,4.026
CC(C)O,CCCCOCCOCCCC,2.922
Cc1ccc(cc1)C,CCCCOCCOCCCC,4.051
c1ccncc1,CCCCOCCOCCCC,3.766
CCOC(=O)C,CCCCOCCOCCCC,2.923
CCCCCl,CCCCOCCOCCCC,2.981
C(CCl)Cl,CCCCOCCOCCCC,3.297
CC(C)CO,CCCCOCCOCCCC,3.705
Cc1ccccc1C,CCCCOCCOCCCC,4.182
CC(Cl)(Cl)Cl,CCCCOCCOCCCC,3.008
C(=C(Cl)Cl)Cl,CCCCOCCOCCCC,3.354
COC=O,CCCCOCCOCCCC,2.091
Cc1cccc(c1)C,CCCCOCCOCCCC,4.073
CC=O,CCCCOCCOCCCC,1.853
CC(C)C=O,CCCCOCCOCCCC,2.63
C=CCO,CCCCOCCOCCCC,3.4
C(C(F)(Cl)Cl)(F)(F)Cl,CCCCOCCOCCCC,2.314
C(F)(Cl)(Cl)Cl,CCCCOCCOCCCC,2.113
C=Cc1ccccc1,CCCCOCCOCCCC,4.323
COC(=O)C=C,CCCCOCCOCCCC,2.965
c1ccoc1,CCCCOCCOCCCC,2.378
O=O,CC(CO)O,-1.235
N#N,CC(CO)O,-1.56
C(=O)=O,CC(CO)O,-0.054
CCCCCC,CC(CO)O,1.306
CCCCCCC,CC(CO)O,1.653
CCCCCCCC,CC(CO)O,1.996
CCCCCCCCC,CC(CO)O,2.336
C1CCCCC1,CC(CO)O,1.796
CCC1CCCCC1,CC(CO)O,2.333
C(Cl)Cl,CC(CO)O,2.162
C(Cl)(Cl)Cl,CC(CO)O,2.565
C(Cl)(Cl)(Cl)Cl,CC(CO)O,2.192
CC(C)OC(C)C,CC(CO)O,1.926
c1ccccc1,CC(CO)O,2.314
Cc1ccccc1,CC(CO)O,2.648
CCc1ccccc1,CC(CO)O,2.948
c1ccc(cc1)Cl,CC(CO)O,3.196
Cc1ccc(cc1)C,CC(CO)O,2.954
CC(C)CC(C)(C)C,CC(CO)O,1.579
CC(C)(C)Cl,CC(CO)O,1.685
CCCCC=C,CC(CO)O,1.425
CCCCCC=C,CC(CO)O,1.776
Cc1ccccc1C,CC(CO)O,3.102
CC1CCCCC1,CC(CO)O,1.967
CCCCCCC=C,CC(CO)O,2.118
C1CCC=CC1,CC(CO)O,2.021
Cc1cccc(c1)C,CC(CO)O,2.965
CC(CO)O,CC(CO)O,6.287
C1CO1,CC(CO)O,1.804
O=O,C1CCCCCCC1,-0.711
N#N,C1CCCCCCC1,-0.965
[C-]#[O+],C1CCCCCCC1,-0.812
C(=O)=O,C1CCCCCCC1,0.096
C,C1CCCCCCC1,-0.299
C(F)(F)(F)F,C1CCCCCCC1,-0.914
FS(F)(F)(F)(F)F,C1CCCCCCC1,-0.275
CCCCCCOC(=O)C,CCCCCCOC(=O)C,4.975
CCC,CCC(C)(C)O,1.04
CCCC,CCC(C)(C)O,1.58
CC(C)C,CCC(C)(C)O,1.41
CC=C,CCC(C)(C)O,1.02
C/C=C/C,CCC(C)(C)O,1.64
C/C=C\C,CCC(C)(C)O,1.7
C=CC=C,CCC(C)(C)O,1.58
CCCl,CCC(C)(C)O,1.83
CC(F)F,CCC(C)(C)O,1.0
COC,CCC(C)(C)O,1.63
CCC=C,CCC(C)(C)O,1.54
CC(=C)C,CCC(C)(C)O,1.53
CCC(C)(C)O,CCC(C)(C)O,3.979
[HH],CC1COC(=O)O1,-1.46
N#N,CC1COC(=O)O1,-1.2
C(=O)=O,CC1COC(=O)O1,0.63
O=S=O,CC1COC(=O)O1,2.38
C,CC1COC(=O)O1,-0.6
CC,CC1COC(=O)O1,0.1
CCC,CC1COC(=O)O1,0.43
CCCC,CC1COC(=O)O1,0.88
CC(C)C,CC1COC(=O)O1,0.64
CCCCC,CC1COC(=O)O1,1.22
CCCCCC,CC1COC(=O)O1,1.53
CCCC(C)C,CC1COC(=O)O1,1.45
CCCCCCC,CC1COC(=O)O1,1.88
CC(C)CC(C)C,CC1COC(=O)O1,1.62
CCCCCCCC,CC1COC(=O)O1,2.26
CC(C)C(C)C(C)C,CC1COC(=O)O1,2.1
CCCCCCCCC,CC1COC(=O)O1,2.53
C1CCCCC1,CC1COC(=O)O1,1.95
CCC1CCCCC1,CC1COC(=O)O1,2.5
C=C,CC1COC(=O)O1,0.18
CC=C,CC1COC(=O)O1,0.72
C=CC=C,CC1COC(=O)O1,1.44
C(Cl)Cl,CC1COC(=O)O1,2.55
C(Cl)(Cl)Cl,CC1COC(=O)O1,2.88
CCI,CC1COC(=O)O1,2.71
CCOCC,CC1COC(=O)O1,1.89
CC(C)OC(C)C,CC1COC(=O)O1,2.13
CCOC(C)(C)C,CC1COC(=O)O1,2.24
CCC(C)(C)OC,CC1COC(=O)O1,2.59
CC(C)(C)OC,CC1COC(=O)O1,2.24
CCC(=O)C,CC1COC(=O)O1,3.18
CCCC(=O)C,CC1COC(=O)O1,3.48
CCN(CC)CC,CC1COC(=O)O1,2.13
O,CC1COC(=O)O1,3.06
c1ccccc1,CC1COC(=O)O1,2.84
Cc1ccccc1,CC1COC(=O)O1,3.2
CCc1ccccc1,CC1COC(=O)O1,3.53
CCCCCCCCCC,CC1COC(=O)O1,2.97
Cc1ccc(cc1)C,CC1COC(=O)O1,3.54
CC(C)(C)Cl,CC1COC(=O)O1,2.03
CC(C)(C)Br,CC1COC(=O)O1,2.43
CCCCC=C,CC1COC(=O)O1,1.73
CC(=C)C=C,CC1COC(=O)O1,1.79
C(CCl)Cl,CC1COC(=O)O1,3.17
CC1CCCC1,CC1COC(=O)O1,1.77
Cc1ccccc1C,CC1COC(=O)O1,3.71
CC1CCCCC1,CC1COC(=O)O1,2.14
CC(C)CCC(C)C,CC1COC(=O)O1,1.94
CC=C(C)C,CC1COC(=O)O1,1.54
CCCCCCC=C,CC1COC(=O)O1,2.47
C1CCC=CC1,CC1COC(=O)O1,2.29
Cc1cccc(c1)C,CC1COC(=O)O1,3.55
S,CC1COC(=O)O1,1.14
CC(C)OC(C)(C)C,CC1COC(=O)O1,2.34
C(=O)=S,CC1COC(=O)O1,0.84
[HH],OCCO,-1.75
N#N,OCCO,-1.81
[N-]=[N+]=O,OCCO,-0.13
C(=O)=O,OCCO,0.1
O=S=O,OCCO,2.0
C,OCCO,-1.14
CC,OCCO,-0.63
CCC,OCCO,0.03
CCCC,OCCO,0.21
CC(C)C,OCCO,0.14
CCCCCC,OCCO,0.56
CCCCCCC,OCCO,0.85
CCCCCCCC,OCCO,1.14
CC(C)C(C)C(C)C,OCCO,0.77
CCCCCCCCC,OCCO,1.43
C1CCCCC1,OCCO,1.13
CCC1CCCCC1,OCCO,1.52
C=C,OCCO,-0.37
CC=C,OCCO,0.33
C=CC=C,OCCO,0.99
C#C,OCCO,0.5
C1COCCO1,OCCO,3.27
CCC(=O)C,OCCO,2.64
N,OCCO,2.25
C[N+](=O)[O-],OCCO,3.09
CCO,OCCO,3.48
c1ccccc1,OCCO,2.03
Cc1ccccc1,OCCO,2.35
CCc1ccccc1,OCCO,2.49
CCCc1ccccc1,OCCO,2.68
CC(C)c1ccccc1,OCCO,2.59
c1ccc(cc1)Cl,OCCO,2.84
CCCCCCCCCC,OCCO,1.97
Cc1ccc(cc1)C,OCCO,2.49
CC(C)C=C,OCCO,0.56
CCCCC=C,OCCO,0.79
CC(=C)C=C,OCCO,0.82
c1(c(c(c(c(c1F)F)F)F)F)F,OCCO,1.16
CCCCCC=C,OCCO,1.07
Cc1ccccc1C,OCCO,2.67
CC1CCCCC1,OCCO,1.2
CCCCCCC=C,OCCO,1.33
C1CCC=CC1,OCCO,1.39
Cc1cccc(c1)C,OCCO,2.51
COc1ccccc1,OCCO,3.23
c1ccc(cc1)C#N,OCCO,4.26
S,OCCO,0.729
CCC/C=C/C,OCCO,0.79
CCC/C=C\C,OCCO,0.91
CC(=C)CC(C)(C)C,OCCO,1.08
c1ccc(cc1)F,OCCO,2.13
c1ccc(cc1)Br,OCCO,3.22
c1ccc(cc1)N,OCCO,5.52
c1ccc(cc1)[N+](=O)[O-],OCCO,4.44
c1ccc(cc1)CO,OCCO,6.09
c1ccc2ccccc2c1,OCCO,4.22
[HH],CCCCCC,-0.909
O=O,CCCCCC,-0.428
N#N,CCCCCC,-0.588
[N-]=[N+]=O,CCCCCC,0.54
[C-]#[O+],CCCCCC,-0.483
C,CCCCCC,-0.025
CC,CCCCCC,0.757
CCC,CCCCCC,1.32
CCCC,CCCCCC,1.87
CC(C)C,CCCCCC,1.71
CCCCC,CCCCCC,2.44
CC(C)(C)C,CCCCCC,2.03
CCCCCC,CCCCCC,2.97
CCCC(C)C,CCCCCC,2.82
CCCCCCC,CCCCCC,3.5
CC(C)CC(C)C,CCCCCC,3.21
CCCCCCCC,CCCCCC,3.97
CC(C)C(C)C(C)C,CCCCCC,3.68
CCCCCCCCC,CCCCCC,4.51
CCC(CC)(CC)CC,CCCCCC,4.31
C1CCCC1,CCCCCC,2.71
C1CCCCC1,CCCCCC,3.1
CCC1CCCCC1,CCCCCC,3.97
C=C,CCCCCC,0.471
CC=C,CCCCCC,1.286
C#C,CCCCCC,0.38
C(F)(F)(F)F,CCCCCC,-0.364
CCCl,CCCCCC,1.908
C(Cl)(Cl)Cl,CCCCCC,2.65
C(Cl)(Cl)(Cl)Cl,CCCCCC,3.03
CCI,CCCCCC,2.709
COC,CCCCCC,1.313
CCCCOCCCC,CCCCCC,4.334
CCOC(C)(C)C,CCCCCC,2.98
CCC(C)(C)OC,CCCCCC,3.275
C1CCOC1,CCCCCC,2.7
